caption;commentsCount;firstComment;Comments/0/likesCount;Comments/0/Username;Comments/0/text;Comments/1/likesCount;Comments/1/ownerUsername;Comments/1/text;Comments/2/likesCount;Comments/2/ownerUsername;Comments/2/text;Comments/3/likesCount;Comments/3/ownerUsername;Comments/3/text;Comments/4/likesCount;Comments/4/ownerUsername;Comments/4/text;Comments/5/likesCount;Comments/5/ownerUsername;Comments/5/text;Comments/6/likesCount;Comments/6/ownerUsername;Comments/6/text;likesCount;ownerUsername;timestamp
"Digital Future Skills: .Net Programming Training for SMKCoding

Program pelatihan .Net programming bagi siswa-siswi sekolah menengah kejuruan. 

Pelatihan ini diadakan pada tanggal 3 Oktober 2022 - 22 Oktober 2022. diselenggarakan secara daring (online) dan bebas biaya.

Segera daftarkan diri Anda melalui go.maribelajar.org/training atau klik ""Daftar sekarang""

pelatihan ini berkesempatan juga untuk magang di berbagai perusahaan ternama di Indonesia!

See u in the class!

Become a programmer for a bright future

#pelatihan #smkcoding #microsoft #maribelajar #smk #indonesia #programming";2;sekolah anda kok dulu nggk mau yah @mlna_ap @affzn_;1;z4m3l;sekolah anda kok dulu nggk mau yah @mlna_ap @affzn_;0;mlna_ap;@z4m3l gimana cara jawabnya.., gimana cara jawab pertanyaan yg seperti ini;0;;;0;;;0;;;0;;;0;;;52;smkcoding.id;2022-09-28T02:47:56.000Z
"Hello, I'm Rizka Nur Aulia from Putra Bangsa University. 

Happy graduation??

Experience is the best teacher, it is a word that can describe the conditions when I participated in an independent study at PT MariBelajar with the Information Worker learning track. The MSIB program is a forum for students to increase their knowledge beyond the material provided by lecturers on campus. This program is very useful to prepare students for entering a wider scope of business, where technical administrative skills in the use of Microsoft Office technology will increase significantly. This is able to improve the performance and productivity of themselves or the company which will later become a place for students to work. I am very happy to be able to follow and join MSIB as a MariBelajar partner. Here we will get learning and skills to increase my knowledge. Practical assignments and practice questions given can practice my skills. 
Thank you for the mentor who has taught tricks about Microsoft. 
Thank you to the mentor assistant who helped answer the mentee's questions. 

Thank you MariBelajar x Microsoft for the opportunity?

#Maribelajar #Microsoft #StudiIndependen #KampusMerdeka #MerdekaanPeluang #SYC  #SurfaceYourCreed";1;Cantike mba rizkaa;0;virgoitsme__;Cantike mba rizkaa;0;;;0;;;0;;;0;;;0;;;0;;;21;aulia_nur_rizka;2022-07-19T08:58:30.000Z
"Kesempatan tidak datang 2 kali. 
Bersyukur sekali menjadi bagian dari Studi Independen MariBelajar x Microsoft. Sebuah pengalaman yang  luar biasa menerima ilmu yang begitu bermanfaat dan relasi yang begitu sehat  dalam waktu kurang lebih 5 bulan. 

Memang ini bukan perjalanan yang mudah, tetapi dengan bantuan mentor dan asisten mentor yang sigap membantu saya disaat mengalami kesulitan akhirnya semuanya bisa terlewati.

Pengalaman yang tidak akan saya dapatkan di tempat lain..
Sekali lagi terimakasih untuk MariBelajar x Microsoft yang sudah mempersiapkan dan memperlengkapi saya dengan baik ?? 

#Maribelajar #Microsoft #StudiIndependen #KampusMerdeka #MerdekakanPeluang #SYC #SurfaceYourCreed";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;64;jesita_tampubolon;2022-07-21T14:56:12.000Z
"[PELATIHAN MS. EXCEL FCD 2022]

Halo Pejuang Karir!
Siapa sih hari gini yang engga tahu microsoft excel?
Selain banyak fungsi dan kegunaannya, microsoft excel juga banyak menjadi syarat kriteria untuk melamar pekerjaan loh!

Untuk itu, acara Fateta Career’s Day 2022 hadir menyelenggarakan kegiatan pelatihan microsoft excel yang dibawakan oleh pelatih handal dan berkolaborasi dengan MariBelajar!

Pelatihan akan dilaksanakan selama 3 hari pada :
 : 28, 29, 31 Juli 2022
? : 09.00 - 11.00 WIB
 : Zoom Meeting

 Trainer:
? Rinaldi
Technical Trainer at MariBelajar

Apasih benefit yang akan didapat?
? E-Sertifikat tersertifikasi oleh microsoft
? Knowledge
? Relation

Jadi tunggu apalagi? Daftarkan dirimu segera dengan mengisi link dibawah ini
[FREE REGISTRATION FOR PUBLIC]

https://ipb.link/pelatihan-excel-fcd2022
https://ipb.link/pelatihan-excel-fcd2022
https://ipb.link/pelatihan-excel-fcd2022

Salam hangat,
FCD 2022

---------------------------------------------------------------------
Narahubung:
Idham Ilyas
Whatsapp (081390175517)
Line (idhamilys)

#FCD2022
#ForYourCareer";1;"Mau dftr tpi bru tau. Telat:"")";0;syayafa;"Mau dftr tpi bru tau. Telat:"")";0;;;0;;;0;;;0;;;0;;;0;;;79;fcd_fateta;2022-07-26T13:02:45.000Z
"Hello guys, I Finally graduated from PT MariBelajar today after going through 5 exciting months.

Not an easy path, but I managed to get through it. Thank you PT MariBelajar x Microsoft, I got a lot of new knowledge that I will never forget. Thank you for preparing me to be a better educator and allowing me to join this precious opportunity.

#Maribelajar #Microsoft #StudiIndependen #KampusMerdeka #MerdekakanPeluang #SYC #SurfaceYourCreed";2;joki dimna qaa captionnyaa;0;srioktavnlaila;joki dimna qaa captionnyaa;1;dindazuhai15;@srioktavnlaila terinspirasi olehmu kak wkwk;0;;;0;;;0;;;0;;;0;;;163;dindazuhai15;2022-07-21T01:42:46.000Z
"Hello guys! I'm Nolas Veta from State Polytechnic of Jakarta. I'm glad to be part of Studi Independen MariBelajar x Microsoft which is sheltered by Kampus Merdeka. 

I finally graduated after going through 5 months. I can say that it's not an easy path, but I'm very happy to found out the learning outcomes were entirely saticfactory?

I would like to thank my mentor Mr. Rinaldi and Mrs. Nusaibah as my assistant mentor. Last but not least, I would like to thank My parents, My friends @skhrnn  @maghfirahhan and also thank for my self! ?

#Maribelajar #Microsoft #StudiIndependen #KampusMerdeka #MerdekakanPeluang #SYC #SurfaceYourCreed";5;;0;michelleagathatrixie;;0;hanifaandika;wessss mantappppp;0;maghfirahhan;and my boyfriendsssss.... kurang itu weh;0;vettapril_;@hanifaandika bisa aja ibuuu;0;;;0;;;0;;;61;vettapril_;2022-07-21T23:56:29.000Z
"MariBelajar x Microsoft | Studi Independen

Halo semuanya, perkenalkan saya Fita Dwiagustini Arman dari Politeknik Negeri Ujung Pandang. Saya merupakan salah satu mahasiswa yang mengikuti Program MSIB Batch 2 di PT.MariBelajar Indonesia Cerdas dengan learning track Information Worker di kelas Falkor.

Alhamdulillah saya telah menyelesaikan Studi Independen ini selama kurang lebih 5 bulan. Banyak ilmu yang telah saya dapatkan mengenai pengaplikasian di Microsoft yaitu diantaranya Microsoft Office Specialist: Word, Excel and PowerPoint, Microsoft Power Platform Fundamentals, Microsoft 365 Fundamental, Dynamics 365 Fundamentals (ERP), dan Dynamics 365 Fundamentals (CRM).

Selain ilmu yang sangat bermanfaat, juga menambah relasi pertemanan dari berbagai daerah di Indonesia. Kita diajarkan leadership dan bekerja sama dalam kelompok untuk mengerjakan suatu project. Serta berbagai tugas individu yang diadakan pada sesi asinkron dan sesi sinkron.

Saya sangat bersyukur dan terima kasih banyak karena bisa menjadi bagian dari Program MSIB Batch 2 ini di @maribelajar dan mendapat mentor yaitu Bu Fanny, S.Kom dan asisten mentor Kak Vira Fitriza Fadli yang baik dan kompeten di bidangnya. Begitu pula pada Penanggung Jawab Kampus Merdeka di kampus saya Ibu Yuliani HR., S.T., M.Eng dan Bapak Indra Mutiara, S.T., M.T. selaku Koordinator Program Studi D4 Jasa Konstruksi serta teman-teman di kelas Falkor. 

Semoga ilmu yang diberikan dapat terus bermanfaat. Sukses selalu mitra dan teman-teman.

#MariBelajar #Microsoft #StudiIndependen #KampusMerdeka #MerdekakanPeluang #SYC #SurfaceYourCreed";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;-1;fitadw;2022-07-22T03:44:07.000Z
"[HME Appreciation]
SELAMAT KEPADA PESERTA LOLOS MSIB BATCH 3
Studi Independen - PT MariBelajar Indonesia Cerdas. Empowering 
Everyone to Learn - (Cloud Administrator)
Dicky Wanhar - Teknik Elektro '20 
_____________________________

Departemen Humas
Himpunan Mahasiswa Elektro
Universitas Islam Nusantara

_____________________________

For more information, contact us on:
Instagram : @hmeuninus
Email : hmeuninus@gmail.com 

#hmeuninus #teknikbravo #hmejaya #uninusbandung
#msib #msibbatch3 #magangbersertifikat #kampusmerdeka #studiindependenbersertifikat";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;27;hmeuninus;2022-08-24T16:44:43.000Z
"Halo Semua, Perkenalkan nama saya Fiky Ari Wijaya dari Universitas Pancasila.

Merupakan suatu kebanggaan dapat mengikuti program studi independen kampus merdeka di @maribelajar_id .

Saya mengikuti Track pembelajaran Data Analist & AI yang dimana pada studi Independen ini saya mendapat pengalam dan pendalaman materi IT baru sesuai dengan ketertarikan saya mengenai pengelolaan suatu analisa pada sumber data. Ini menjadi suatu tantangan baru untuk lebih mengenal melalui jalur pembelajara yang ada di PT. Mari Belajar Indonesia Cerdas yang berkolaborasi melalui pembelajaran Microsoft.Tidak terasa waktu berlalu menulis cerita baru Batch 3 Track Data Analisa & AI. 

Dan terimakasih kepada PT. MariBelajar Indonesia Cerdas beserta mentor, asisten mentor , dan pihak lainnya yang telah membimbing dan membantu saya selama studi independen ini. Sekian cerita singkat saya selama mengikuti program Studi Independen.

#MaribelajarStory #SatuTalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependen #MerdekakanPeluang #KampusMerdeka";4;Widihhh edan bat dah;1;apa_lu_liat_akun_gw_bro;Widihhh edan bat dah;1;erlindanurii;Si paling jago ini mahh;0;fiky_ariwijaya;@apa_lu_liat_akun_gw_bro apa nich brow wkwkw;0;fiky_ariwijaya;@erlindanurii haha masih jauh dri kata jago er;0;;;0;;;0;;;113;fiky_ariwijaya;2022-12-28T03:05:54.000Z
"Assalamualaikum wr.wb Saya Risma dari Universitas Cokroaminoto Palopo.
Allhamdulilah bersyukur banget bisa ikut dalam studi indepeden bersertifikat di PT. Maribelajar Indonesia Cerdas dengan jalur pembelajaran Microsoft Application Maker.
Dalam studi ini banyak pembelajaran baru yang saya dapatkan khususnya mengenai IT.
Saya ucapkan terimakasih kepada @maribelajar_id telah memberikan kesempatan kepada saya untuk bergabung walaupun asal jurusan saya berbeda jauh dengan pembelajaran dan terimakasih juga kepada mentor atas ilmu yang diberikan.
serta tidak lupa saya ucapkan terimakasih kepada teman-teman @nii.saa921 @nrhyn_1507 @sepmiolviani @rosalindah__ dan teman kelompok capstone @jazilatul_mufida @ikhwanussholih 
#maribelajar #msib #microsoft #kampusmerdeka";1;;0;maribelajar_id;;0;;;0;;;0;;;0;;;0;;;0;;;10;rismaa_arif;2022-12-23T07:40:30.000Z
"Halo! Saya Ramadya Wahyu Dwinanto mahasiswa Informatika Universitas Harapan Bangsa Purwokerto?

Saya siap menjadi bagian dari @maribelajar_id pada studi independen batch 5 dengan harapan dapat memperdalam pemahaman tentang konsep dan teknik analisis data. Setelah menyelesaikan pelatihan, saya dapat memperoleh sertifikasi atau pengakuan yang dapat memvalidasi kemampuan dan kualifikasi saya sebagai seorang data analyst dan praktisi AI serta mendapatkan kesempatan untuk mengerjakan proyek-proyek nyata yang melibatkan analisis data dan penerapan AI.

Teman-teman, kita punya kesempatan untuk mengikuti pelatihan data analyst dan AI yang diselenggarakan oleh para ahli di bidangnya pada @maribelajar_id . Ini adalah kesempatan emas untuk belajar dan berkembang bersama. Yuk, jangan lewatkan!?

#maribelajar #msib #msibbatch5  #kampusmerdeka";11;wah sipaling merdeka xixixi;1;mamamamat_;wah sipaling merdeka xixixi;1;nazhifafarradina;keren bgt kak ramaaa;2;salsa__648;Kk  Rama ini Rafa sekarang  tinggal di mana k;2;turhamun_01;Wahh... mantap Semoga lancar terus;0;ramadyawd;@mamammamamat gass semua program pokoke;0;mamamamat_;@ramadyawd cuan cuan cuan;0;;;126;ramadyawd;2023-07-28T01:59:01.000Z
"Hello guys. 
I want to share a little story about the independent campus program that I participated in. Program yang aku ikuti adalah Magang & Study Independent Bersertifikat atau disingkat dengan MSIB. Aku dinyatakan lolos Study Independent Data Analyst & AI di PT. Mari Belajar Indonesia Cerdas( Dan itu  setelah mengikuti interview berkali-kali  di perusahan lain tapi dighosting  guys )
I am a student of Arabic Literature. masuk ke Data Analyst & AI tentu saja aku merasa pesimis buanget guys. Can I finish this program? or not ?. Program ini benar-benar menguras energi dan pikiran, dan satu lagi, kuota internet ( sangat menjerit untuk anak kost ) karena aplikasi-aplikasi yang berhubungan dengan Program ini sangat-sangat menguras rekeningku untuk kuota.

Ada kondisi buruk diakhir,  my family was hit by a disaster, my mommy had to be rushed to Zainoel Hospital in Banda Aceh because her Parathyroid Cancer, which had been eroding her body for 8 years, recurred. Aku yang posisinya di Medan kala itu langsung kembali ke Aceh untuk merawat My Mommy. Tentu saja, aku tidak bisa masuk kelas Stupent. Dan, Setelah menceritakan detail masalahku ke asisnten mentorku, Mbak Hanif mengizinkannya. 
Hampir satu bulan aku izinnya.

Dan lagi, aku kehilangan tim projects capstoneku so, aku harus mengerjakan semua sendiri. semua yang kupelajari di kelas ini berbulan-bulan aku kerahkan untuk membuat project yang bagus. Alhamdulilah walaupun belepotan,  aku menyelesaikannya tepat waktu. Membuat aplikasinya, Pitching Video, Demostrasi video, dan, sungguh nikmat begadang  lupa waktu siang/ malam .

Pada saat konsultasi ke Mentor Anis, beliau memberiku semangat dan respon yang positif. Akhirnya, tiba aku dinyatakan lulus hari ini, tentu saja aku bahagia. Aku tau begitu banyak kurangku dalam mengikuti program ini. Aku tidak sehandal mereka yang lain. Tapi, terimakasih kepada para mentor yang telah mengajariku. Terimakasih banyak @maribelajar_id. #MaribelajarStory #SatuTalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependden #MerdekakanPeluang #KampusMerdeka.";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;-1;iklimanaya_;2022-12-29T06:52:24.000Z
"Haloo, saya Pradika Agung Santri telah mengikuti kegiatan Studi Independen dengan track Microsoft Application Maker. 
Terima kasih kepada PT MariBelajar, selama berjalannya program ini telah memberikan yang terbaik untuk kami. Telah memberikan kami sebuah fasilitas yang luar biasa yang jarang kami dapatkan. Banyak ilmu yang telah saya dapatkan selama mengikuti kegiatan ini, tidak hanya ilmu saja melainkan teman teman dari luar provinsi dari sabang sampai merauke telah saya dapatkan. Teruslah belajar dan mencoba. Jangan biarkan ucapan orang lain menjatuhkan mimpimu. Bungkam mulut mereka dengan prestasimu.";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;14;_pradikaagung;2022-12-25T15:01:12.000Z
Mari kita belajar bersama @maribelajar_id;7;looting teroz;0;maellee_28;looting teroz;0;vazzrifirdaus;Yg di belakang siapa ka?;0;agus_susilo20;Mari Kita belajar;0;maribelajar_id;;0;andresenang;Ashiaaap santuy bi;0;meiliani.helena;Kacaww;0;_24hoursofpad.xx;beungeut;43;myadventure24;2022-11-29T09:08:37.000Z
"#MaribelajarStory #SatuTalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependen #MerdekakanPeluang #KampusMerdeka

Assalamu'alaikum wr. wb. tak terasa kita sudah di akhir kegiatan studi independen Maribelajar ini, banyak hal yang saya dapatkan ketika mengikuti kegiatan ini yang dapat berupa skill teknikal maupun nonteknikal. Saya berharap setelah mengikuti kegiatan ini, dapat memotivasi saya untuk terus mengasah skill saya yang diperlukan untuk dapat bertahan di persaingan pekerjaan IT yang sangat kompetitif. Sekian.";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;2;iyasabdr;2022-12-29T16:26:07.000Z
"Hallo semua, Saya M. Hafiz peserta studi independen @maribelajar_id dari learning track Microsoft application maker.

Disini saya ingin membagikan sedikit cerita pengalaman saya mengikuti kegiatan studi independen dari PT. Maribelajar Indonesia Cerdas.

Kurang lebih sekitar 4 bulan saya mengikuti kegiatan studi independen dari maribelajar dan banyak hal bermanfaat yang telah saya dapatkan kegiatan tersebut.

Pada kegiatan studi independen yang saya jalani, saya mempelajari Microsoft Power Platform yang terdiri dari power apps, power automate, power BI, & Power virtual agents. Tidak hanya itu, di kegiatan ini saya juga mempelajari Project management dan Design thinking untuk melatih soft skill.

Pembelajaran tersebut juga tentunya diajarkan oleh mentor mentor yang hebat, hingga akhirnya setelah melewati pembelajaran tersebut dari bimbingan para mentor, pembelajaran sinkron & asinkron, saya dapat menerapkan pembelajaran tersebut ke Capstone Project yang saya kerjakan bersama teman tim saya.

saya berterimakasih kepada @maribelajar_id, para mentor, asisten mentor, dan teman teman mentee lainnya atas semua pengalaman dan pembelajaran luar biasa yang saya dapatkan selama masa program studi independen.

#MaribelajarStory #SatuTalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependen #MerdekakanPeluang #KampusMerdeka";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;10;mhd_hafiz214;2022-12-29T11:00:33.000Z
"Pengalaman ya.... Kalo boleh dibilang ini pengalaman yang menantang dari perkuliahan merdeka, dimana aku sendiri harus menyesuaikan diri dengan mitra nya meng hehe

Cuma disini menariknya adalah ni mentor bener bener experienced banget dan langsung disuruh praktek di lapangan jadi aku sendiri secara ga langsung paham dengan materi yang ada 

#maribelajarstory #satutalenta #microsoftsatutalenta #maribelajar #maribelajarlearn #microsoft #microsoftlearn #studiindependen #merdekakanpeluang #kampusmerdeka";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;51;satrio.a.ra_;2022-12-29T11:15:55.000Z
"[@maribelajar_id X @microsoft | Studi Independen]

""Ya Allah, berilah manfaat terhadap apa yang telah Engkau berikan kepadaku. Ajarkan kepadaku sesuatu yang bermanfaat bagiku dan tambahkanlah kepadaku ilmu.""

Hai!, Saya Alfyan Nugraha dari Universitas Bina Sarana Informatika (UBSI). Saya telah menyelesaikan Program Studi Independen pada jalur Data Analyst & AI angkatan ke-3. 

Saya sangat bersyukur pernah menjadi bagian dari PT. Maribelajar Indonesia Cerdas.

#MaribelajarStory #SatuTalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependen #MerdekakanPeluang #KampusMerdeka";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;9;fyan_nugra;2022-12-29T08:36:15.000Z
"Hai guys, saya afina dari track Data Analyst and AI pada program studi independen cycle 3 di PT. Maribelajar Indonesia cerdas. 

Saya ingin mengucapkan banyak² bersyukur Alhamdulillah dapat mengikuti kegiatan program MSIB bacth 3 PT. MariBelajar Indonesia cerdas. Semoga ilmu yang kami dapatkan ini dapat berkembang dengan baik, tak lupa saya ucapkan banyak berterimakasih kepada mentor, assisten mentor yang telah sabar membimbing kami. Semoga kedepannya bisa lebih baik 
==========================================================================

Hujan - hujan baju basah
Takut petir juga gempa 
Hari ini kita berpisah
Esok moga kembali berjumpa 

#MaribelajarStory #SatuTalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependen #MerdekakanPeluang #KampusMerdeka";7;keren kak;1;pluviophileyy;keren kak;1;mkfikri_;inpo magang merdeka kak;1;titowes;Manteb;0;afdkamila;@mkfikri_ langsung ke website kampus merdeka kak;0;;;0;;;0;;;83;afdkamila;2022-12-29T14:12:44.000Z
"Halo sobat Merdeka Unhas!!

MBKM dalam Program Magang dan Stui Independen Bersertifikat (MSIB) yang saat ini sedang dalam proses pendaftaran peserta untuk Angkatan ke 5 memperkenalkan Maribelajar sebagai salah satu mitra dalam Program Studi Independen tahun 2023.

Daftar dan ikuti Webinar Sosialisasi Sudi Independen bersama Maribelajar dengan tema "" Microsoft Digital Talent Academy"" pada:
Rabu, 25 Januari 2023
Pukul 10.00 s.d. 11.30 WITA

ayoo sobat merdeka Unhas jangan sampai ketinggalan...

silahkan mendaftar dan dapatkan ilmunya~

jangan lewatkan info - info menarik lainnya tentang MBKM Unhas yaa Sobat Merdeka
----------------------------------------
#merdekabelajarkampusmerdeka 
#magangdanstudiindependenbersertifikat 
#msib5
#Universitashasanuddin
#unhaskubersatuunhaskukuat";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;19;mbkm_unhas;2023-01-20T05:32:42.000Z
"[Info Acara]

Halo, Unpaders.

Kamu sudah mendaftar program MSIB? Atau masih penasaran dengan program MSIB? Ikutan acara ini, yuk!

Pusat Pengembangan Karier Unpad akan mengadakan acara “Pengenalan Perusahaan dan Program MSIB Batch 4 Tahun 2023” bersama beberapa perusahaan yang juga membuka lowongan program Magang Merdeka dan Studi Independen, seperti Vidio, Orbit Academy, dan MariBelajar.

Catat tanggalnya ya,

?: Kamis, 26 Januari 2023.
?: 14.00 - Selesai
: Zoom 

https://bit.ly/LinkZoomSosialisasi
Meeting ID: 969 2714 2740
Passcode: cdcunpad

Daftarkan diri kamu sekarang melalui https://bit.ly/PendaftaranSosialisasiMSIB

———————————————
Pusat Pengembangan Karier Unpad
Website: cdc.unpad.ac.id
Instagram: @karier.unpad
Line OA: @kdm8173r
LinkedIn: Pusat Pengembangan Karir Universitas Padjadjaran";2;Jasa Desain CV dan Surat Lamaran Hanya 15K ??;0;jasacvpekerjaan;Jasa Desain CV dan Surat Lamaran Hanya 15K ??;0;waiisthename;"hii semua, aku jual contoh"" soal latihan UNPAD dri tahun sebelumnya nih, ada yg minat? 15k ajaa
yg mau nanya"" boleh wa 0895-3530-24325";0;;;0;;;0;;;0;;;0;;;1139;karier.unpad;2023-01-25T06:59:10.000Z
"[STUDI INDEPENDEN CYCLE 3 MARIBELAJAR & MICROSOFT]

Hello everyone, perkenalkan saya Satria Wibawa dari Universitas Udayana

Suatu kebanggaan dapat mengikuti dan menyelesaikan Program Studi Independen Kampus Merdeka di @maribelajar_id 

Adapun track pembelajaran yang saya ikuti pada Program Studi Independen ini adalah Data Analyst and AI, yang mana di track pembelajaran ini saya memperoleh banyak pengalaman dan pemahaman materi tentang bagaimana suatu data dikelola dengan melibatkan teknologi terkini terutama teknologi berbasis Artificial Intellegence (AI). Tentunya hal ini merupakan kesempatan baru bagi saya untuk mengenal lebih jauh mengenai penggunaan teknologi saat ini dan aplikasinya di dunia kerja.

Akhir kalimat, terima kasih saya sampaikan kepada PT. Maribelajar Indonesia Cerdas yang telah berkolaborasi dengan Microsoft, beserta mentor dan asisten mentor yang ikut terlibat dalam melangsungkan dan menyukseskan Program Studi Independen ini.

#Maribelajarstory #SatuTalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependen #MerdekakanPeluang #KampusMerdeka";10;Sukses Satria;1;dayuwidihati;Sukses Satria;1;saahaaranii;oo pantes minta foto;1;trisna_dewayu;Aittt gradu stelah sekian drama per-anxiety-an;1;404error.idh;sng taen meganti fotone wkwk;1;dopam11ne;dapet je foto;0;satriaw.15;@dayuwidihati Terima kasih bu;0;;;85;satriaw.15;2022-12-29T08:25:21.000Z
"Hi, saya Riza Dewi Agustina asal Universitas Internasional Semen Indonesia.

Suatu kebanggaan dan pengalaman luar biasa bisa menjadi salah satu peserta Magang dan Studi Independen Bersertifikat batch 3 di @maribelajar_id x  @microsoft oleh @magangmerdeka @kampusmerdeka.ri . Banyak hal baru yang saya dapatkan selama mengikuti kegiatan ini kurang lebih 1 semester mulai dari pengetahuan mengenai Microsoft dan bidang IT, keterampilan serta mendapatkan teman baru dari berbagai Universitas. Tidak hanya mendapatkan pengalaman baru tapi kita juga belajar menghadapi hecticnya situasi antara membagi kuliah, organisasi, kepanitiaan, kegiatan lainnya yang terkadang membuat diri ini amburadul tidak karuan, tapi gapapa namanya juga hidup.

Terimakasih kepada @maribelajar_id , semua mentor dan teman-teman khususnya Ibu Manise Hendrawaty, S. Kom., M. M. S. I., PSM I selaku DPA di MariBelajar,  Bapak Rinaldi, S. Kom sebagai Capstone Project and thanks a lot for @lutfiatuss_  dan @_hestyshofi dan teman-teman lainnya yang sudah memberi support dan mau sharing belajar bareng. Tidak lupa juga mengucapkan terimakasih untuk diri sendiri karena telah mampu melewati semua ini meski ada sambat dilengkapi tawa, haru, tangis, dan pastinya begadang untuk tugas menjadi tuntas.

Once again thank you all and happy graduation, see u next time!

#maribelajarstory #satutalenta #microsoftsatutalenta #maribelajar #maribelajarlearn #microsoft #microsoftlearn #studiindependen #merdekanpeluang #kampusmerdeka";13;;0;fariki_ramadhan;;0;nnadiafani;ya Allah cantike seee masyaAllah;0;ctraaaas_;mantapp jolszzz;0;novita_pr11;Uda ga begadang lagi yaa zaaa wkwk;0;rizadewiaa;aamiin, makasii tp km jg cantik kak;0;;;0;;;-1;rizadewiaa;2022-12-29T16:46:18.000Z
"Pengalaman yang menyenangkan selama mengikuti kegiatan pembelajaran di Maribelajar. Teman baru, ilmu baru, itulah yang saya dapatkan selama mengikuti kegiatan disana. Terima Kasih Maribelajar, Aku suka Maribelajar 

#MaribelajarStory #SatuTalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependen #MerdekakanPeluang #KampusMerdeka";2;Masa iyo;0;ajenghaalvitaa;Masa iyo;0;suryantiajja333;Apa kabar re;0;;;0;;;0;;;0;;;0;;;40;joshimaraihan;2022-12-29T17:06:16.000Z
"Hello
I’m Arlianti Agil S from Hayam Wuruk Perbanas University. I finally graduated after going through 5 months, it’s not easy path but i’m very happy to have joined this program cause i got a lot of lessons about Microsoft Application Maker

I would like to thank @kampusmerdeka.ri @maribelajar_id @uhwperbanas for holding this program. My mentor Mrs. Erna for guiding me on capstone project, Ms. Nusaibah assistant mentor for helping during learning, and last but not least my beloved friends in this program @riskiwulandariputri @hanifa.syn @iraningtys @sefiaaaan_ See on the top guys!! 

#maribelajarstory #satutalenta #MicrosoftSatuTalenta #Maribelajar #MaribelajarLearn #Microsoft #MicrosoftLearn #StudiIndependen #MerdekakanPeluang #kampusmerdeka";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;-1;arliantiii;2022-12-30T01:49:45.000Z
"Halo!??
Saya Salma Dewi Nur Faridah, jurusan Informatika, Universitas Siliwangi.

Saya sangat bersemangat dan siap menjadi bagian dari Program Studi Independen Bersertifikat Batch 5 bidang Data Analyst and AI bersama @maribelajar_id Indonesia Cerdas!

Dengan harapan ingin memperluas wawasan tentang dunia analisis data dan kecerdasan buatan, serta menerapkan pengetahuan tersebut dalam memecahkan tantangan dunia nyata.

Ayo bergabung! Bagi teman-teman yang juga tertarik dalam dunia Data Analyst dan AI bisa bergabung belajar bersama dengan @maribelajar_id

#maribelajar
#kampusmerdeka
#msibbatch5
#studiindenpenden";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;-1;salmadnf;2023-07-27T14:53:26.000Z
"Selamat dan Sukses atas lolosnya mahasiswa UISI dalam program Studi Independen MSIB Batch 4 Tahun 2023

Semangat menjalankan Studi Independen di tempat masing masing ya

Semoga sukses 

#magangbersertifikat 
#magangbersertifikatbumn";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;187;kariruisi;2023-02-24T02:28:47.000Z
